species,month,pounds_caught,year
splitnose rockfish,june,0,2010
squarespot rockfish,june,0,2010
starry rockfish,june,165,2010
treefish rockfish,june,1,2010
unspecified rockfish,june,0,2010
vermilion rockfish,june,1149,2010
widow rockfish,june,21,2010
yellowtail rockfish,june,0,2010
sablefish,june,29528,2010
pacific sanddab,june,0,2010
sanddab,june,35,2010
pacific sardine,june,69686,2010
sargo,june,0,2010
california scorpionfish,june,36,2010
white seabass,june,111720,2010
pacific angel shark,june,914,2010
blue shark,june,0,2010
brown smoothhound shark,june,81,2010
gray smoothhound shark,june,0,2010
leopard shark,june,19,2010
sevengill shark,june,0,2010
shortfin mako shark,june,3691,2010
sixgill shark,june,0,2010
soupfin shark,june,30,2010
spiny dogfish shark,june,0,2010
thresher shark,june,12345,2010
unspecified shark,june,0,2010
white shark,june,0,2010
california sheephead,june,3217,2010
thornback skate,june,0,2010
unspecified skate,june,83,2010
night smelt,june,1,2010
true smelts,june,0,2010
dover sole,june,20,2010
fantail sole,june,0,2010
petrale sole,june,63,2010
rex sole,june,0,2010
rock sole,june,5,2010
unspecified sole,june,296,2010
barred surfperch,june,0,2010
black surfperch,june,6,2010
rainbow surfperch,june,0,2010
rubberlip surfperch,june,0,2010
shiner surfperch,june,0,2010
unspecified surfperch,june,0,2010
swordfish,june,125,2010
longspine thornyhead,june,220,2010
shortspine thornyhead,june,3659,2010
thornyheads,june,1051,2010
unspecified trawled fish,june,0,2010
triggerfish,june,0,2010
albacore tuna,june,0,2010
bluefin tuna,june,0,2010
yellowfin tuna,june,0,2010
turbot,june,0,2010
ocean whitefish,june,342,2010
pacific whiting,june,0,2010
yellowtail,june,157,2010
crustaceans,june,NA,2010
barnacle,june,0,2010
dungeness crab,june,0,2010
armed box crab,june,53,2010
box crab,june,0,2010
brown rock crab,june,5058,2010
claws crab,june,0,2010
king crab,june,0,2010
red rock crab,june,19301,2010
rock unspecified crab,june,27165,2010
spider crab,june,3687,2010
spider/sheep claws crab,june,56,2010
yellow rock crab,june,36311,2010
unspecified crustacean,june,0,2010
california spiny lobster,june,0,2010
ridgeback prawn,june,64,2010
spot prawn,june,6526,2010
mantis shrimp,june,74,2010
unspecified shrimp,june,0,2010
echinoderms,june,NA,2010
giant red sea cucumber,june,19500,2010
unspecified sea cucumber,june,0,2010
warty sea cucumber,june,38930,2010
purple sea urchin,june,782,2010
red sea urchin,june,462492,2010
mollusks,june,NA,2010
keyhole limpet,june,0,2010
unspecified limpet,june,5,2010
unspecified octopus,june,1,2010
sea snail,june,0,2010
jumbo squid,june,0,2010
market squid,june,0,2010
kellet's whelk,june,6093,2010
worms,june,NA,2010
jellyfish,june,0,2010
dolphin (fish),june,0,2010
escolar,june,0,2010
opah,june,0,2010
pacific pomfret,june,0,2010
shortfin mako shark,june,0,2010
swordfish,june,0,2010
albacore tuna,june,0,2010
bigeye tuna,june,0,2010
skipjack tuna,june,0,2010
yellowfin tuna,june,0,2010
wahoo,june,0,2010
dolphin (fish),june,0,2010
escolar,june,0,2010
opah,june,0,2010
shortfin mako shark,june,0,2010
thresher shark,june,0,2010
swordfish,june,0,2010
albacore tuna,june,0,2010
bigeye tuna,june,0,2010
skipjack tuna,june,0,2010
yellowfin tuna,june,0,2010
wahoo,june,0,2010
echinoderms,june,NA,2010
warty sea cucumber,june,0,2010
northern anchovy,july,35187,2010
california barracuda,july,454,2010
giant sea bass,july,5948,2010
pacific bonito,july,0,2010
butterfish (pacific pompano),july,0,2010
cabezon,july,821,2010
white croaker,july,7,2010
dolphin (fish),july,0,2010
california moray eel,july,3,2010
unspecified fish,july,0,2010
starry flounder,july,10,2010
kelp greenling,july,0,2010
grenadier,july,0,2010
shovelnose guitarfish,july,3,2010
halfmoon,july,0,2010
california halibut,july,24293,2010
jacksmelt,july,22,2010
lingcod,july,452,2010
california lizardfish,july,3,2010
louvar,july,17,2010
pacific mackerel,july,11804,2010
jack mackerel,july,12360,2010
opah,july,173,2010
opaleye,july,0,2010
pacific pomfret,july,0,2010
spotted ratfish,july,0,2010
pacific electric ray,july,38,2010
bat ray,july,0,2010
pacific ocean perch rockfish,july,0,2010
aurora rockfish,july,10,2010
bank rockfish,july,0,2010
black-and-yellow rockfish,july,3,2010
blackgill rockfish,july,2386,2010
blue rockfish,july,46,2010
bocaccio rockfish,july,98,2010
brown rockfish,july,0,2010
chilipepper rockfish,july,0,2010
copper rockfish,july,609,2010
flag rockfish,july,12,2010
gopher rockfish,july,609,2010
grass rockfish,july,2624,2010
greenblotched rockfish,july,3,2010
greenspotted rockfish,july,40,2010
greenstriped rockfish,july,0,2010
group red rockfish,july,0,2010
kelp rockfish,july,16,2010
olive rockfish,july,0,2010
rosethorn rockfish,july,0,2010
rosy rockfish,july,9,2010
speckled rockfish,july,0,2010
splitnose rockfish,july,0,2010
squarespot rockfish,july,1,2010
starry rockfish,july,119,2010
treefish rockfish,july,42,2010
unspecified rockfish,july,0,2010
vermilion rockfish,july,1118,2010
widow rockfish,july,9,2010
yellowtail rockfish,july,0,2010
sablefish,july,43987,2010
pacific sanddab,july,0,2010
sanddab,july,88,2010
pacific sardine,july,776519,2010
sargo,july,0,2010
california scorpionfish,july,26,2010
white seabass,july,69692,2010
pacific angel shark,july,467,2010
blue shark,july,0,2010
brown smoothhound shark,july,70,2010
gray smoothhound shark,july,0,2010
leopard shark,july,0,2010
sevengill shark,july,0,2010
shortfin mako shark,july,1855,2010
sixgill shark,july,0,2010
soupfin shark,july,0,2010
spiny dogfish shark,july,0,2010
thresher shark,july,5812,2010
unspecified shark,july,108,2010
white shark,july,0,2010
california sheephead,july,5000,2010
thornback skate,july,0,2010
unspecified skate,july,353,2010
night smelt,july,0,2010
true smelts,july,8,2010
dover sole,july,8,2010
fantail sole,july,0,2010
petrale sole,july,7,2010
rex sole,july,0,2010
rock sole,july,0,2010
unspecified sole,july,84,2010
barred surfperch,july,0,2010
black surfperch,july,0,2010
rainbow surfperch,july,0,2010
rubberlip surfperch,july,0,2010
shiner surfperch,july,0,2010
unspecified surfperch,july,27,2010
swordfish,july,0,2010
longspine thornyhead,july,658,2010
shortspine thornyhead,july,5110,2010
thornyheads,july,2844,2010
unspecified trawled fish,july,0,2010
triggerfish,july,0,2010
albacore tuna,july,0,2010
bluefin tuna,july,48,2010
yellowfin tuna,july,0,2010
turbot,july,0,2010
ocean whitefish,july,419,2010
pacific whiting,july,0,2010
yellowtail,july,403,2010
crustaceans,july,NA,2010
barnacle,july,0,2010
dungeness crab,july,0,2010
armed box crab,july,67,2010
box crab,july,0,2010
brown rock crab,july,6594,2010
claws crab,july,0,2010
king crab,july,0,2010
red rock crab,july,25891,2010
rock unspecified crab,july,26419,2010
spider crab,july,3212,2010
spider/sheep claws crab,july,3,2010
yellow rock crab,july,45790,2010
unspecified crustacean,july,0,2010
california spiny lobster,july,0,2010
ridgeback prawn,july,0,2010
spot prawn,july,8458,2010
mantis shrimp,july,16,2010
unspecified shrimp,july,0,2010
echinoderms,july,NA,2010
giant red sea cucumber,july,28423,2010
unspecified sea cucumber,july,0,2010
warty sea cucumber,july,36324,2010
purple sea urchin,july,0,2010
red sea urchin,july,596138,2010
mollusks,july,NA,2010
keyhole limpet,july,62,2010
unspecified limpet,july,17,2010
unspecified octopus,july,0,2010
sea snail,july,0,2010
jumbo squid,july,0,2010
market squid,july,3392426,2010
kellet's whelk,july,12147,2010
worms,july,NA,2010
jellyfish,july,0,2010
dolphin (fish),july,0,2010
escolar,july,0,2010
opah,july,0,2010
pacific pomfret,july,0,2010
shortfin mako shark,july,0,2010
swordfish,july,0,2010
albacore tuna,july,0,2010
bigeye tuna,july,0,2010
skipjack tuna,july,0,2010
yellowfin tuna,july,0,2010
wahoo,july,0,2010
dolphin (fish),july,0,2010
escolar,july,0,2010
opah,july,0,2010
shortfin mako shark,july,0,2010
thresher shark,july,0,2010
swordfish,july,0,2010
albacore tuna,july,0,2010
bigeye tuna,july,0,2010
skipjack tuna,july,0,2010
yellowfin tuna,july,0,2010
wahoo,july,0,2010
echinoderms,july,NA,2010
warty sea cucumber,july,491,2010
northern anchovy,august,86298,2010
california barracuda,august,70,2010
giant sea bass,august,930,2010
pacific bonito,august,0,2010
butterfish (pacific pompano),august,1,2010
cabezon,august,473,2010
white croaker,august,0,2010
dolphin (fish),august,0,2010
california moray eel,august,0,2010
unspecified fish,august,0,2010
starry flounder,august,0,2010
kelp greenling,august,0,2010
grenadier,august,0,2010
shovelnose guitarfish,august,0,2010
halfmoon,august,0,2010
california halibut,august,16971,2010
jacksmelt,august,7,2010
lingcod,august,68,2010
california lizardfish,august,0,2010
louvar,august,0,2010
pacific mackerel,august,20,2010
jack mackerel,august,12,2010
opah,august,99,2010
opaleye,august,0,2010
pacific pomfret,august,0,2010
spotted ratfish,august,0,2010
pacific electric ray,august,0,2010
bat ray,august,131,2010
pacific ocean perch rockfish,august,0,2010
aurora rockfish,august,1,2010
bank rockfish,august,0,2010
black-and-yellow rockfish,august,3,2010
blackgill rockfish,august,1673,2010
blue rockfish,august,0,2010
bocaccio rockfish,august,83,2010
brown rockfish,august,0,2010
chilipepper rockfish,august,1,2010
copper rockfish,august,46,2010
flag rockfish,august,15,2010
gopher rockfish,august,10,2010
grass rockfish,august,1850,2010
greenblotched rockfish,august,0,2010
greenspotted rockfish,august,32,2010
greenstriped rockfish,august,0,2010
group red rockfish,august,0,2010
kelp rockfish,august,15,2010
olive rockfish,august,0,2010
rosethorn rockfish,august,0,2010
rosy rockfish,august,13,2010
speckled rockfish,august,54,2010
splitnose rockfish,august,0,2010
squarespot rockfish,august,1,2010
starry rockfish,august,80,2010
treefish rockfish,august,2,2010
unspecified rockfish,august,66,2010
vermilion rockfish,august,607,2010
widow rockfish,august,0,2010
yellowtail rockfish,august,406,2010
sablefish,august,28754,2010
pacific sanddab,august,0,2010
sanddab,august,301,2010
pacific sardine,august,506785,2010
sargo,august,0,2010
california scorpionfish,august,24,2010
white seabass,august,27742,2010
pacific angel shark,august,293,2010
blue shark,august,0,2010
brown smoothhound shark,august,6,2010
gray smoothhound shark,august,0,2010
leopard shark,august,299,2010
sevengill shark,august,0,2010
shortfin mako shark,august,1396,2010
sixgill shark,august,0,2010
soupfin shark,august,209,2010
spiny dogfish shark,august,0,2010
thresher shark,august,4413,2010
unspecified shark,august,0,2010
white shark,august,0,2010
california sheephead,august,2407,2010
thornback skate,august,12,2010
unspecified skate,august,110,2010
night smelt,august,0,2010
true smelts,august,0,2010
dover sole,august,68,2010
fantail sole,august,0,2010
petrale sole,august,0,2010
rex sole,august,0,2010
rock sole,august,3,2010
unspecified sole,august,85,2010
barred surfperch,august,0,2010
black surfperch,august,0,2010
rainbow surfperch,august,0,2010
rubberlip surfperch,august,0,2010
shiner surfperch,august,0,2010
unspecified surfperch,august,35,2010
swordfish,august,145,2010
longspine thornyhead,august,1585,2010
shortspine thornyhead,august,8839,2010
thornyheads,august,1570,2010
unspecified trawled fish,august,0,2010
triggerfish,august,0,2010
albacore tuna,august,0,2010
bluefin tuna,august,19,2010
yellowfin tuna,august,0,2010
turbot,august,0,2010
ocean whitefish,august,83,2010
pacific whiting,august,0,2010
yellowtail,august,1901,2010
crustaceans,august,NA,2010
barnacle,august,0,2010
dungeness crab,august,0,2010
armed box crab,august,22,2010
box crab,august,92,2010
brown rock crab,august,8200,2010
claws crab,august,7,2010
king crab,august,0,2010
red rock crab,august,27264,2010
rock unspecified crab,august,26513,2010
spider crab,august,2160,2010
spider/sheep claws crab,august,0,2010
yellow rock crab,august,41257,2010
unspecified crustacean,august,0,2010
california spiny lobster,august,0,2010
ridgeback prawn,august,55,2010
spot prawn,august,6687,2010
mantis shrimp,august,16,2010
unspecified shrimp,august,30,2010
echinoderms,august,NA,2010
giant red sea cucumber,august,31428,2010
unspecified sea cucumber,august,0,2010
warty sea cucumber,august,16984,2010
purple sea urchin,august,1410,2010
red sea urchin,august,594218,2010
mollusks,august,NA,2010
keyhole limpet,august,0,2010
unspecified limpet,august,0,2010
unspecified octopus,august,17,2010
sea snail,august,0,2010
jumbo squid,august,0,2010
market squid,august,4959543,2010
kellet's whelk,august,13140,2010
worms,august,NA,2010
jellyfish,august,3288,2010
dolphin (fish),august,0,2010
escolar,august,0,2010
opah,august,0,2010
pacific pomfret,august,0,2010
shortfin mako shark,august,0,2010
swordfish,august,0,2010
albacore tuna,august,0,2010
bigeye tuna,august,0,2010
skipjack tuna,august,0,2010
yellowfin tuna,august,0,2010
wahoo,august,0,2010
dolphin (fish),august,0,2010
escolar,august,0,2010
opah,august,0,2010
shortfin mako shark,august,0,2010
thresher shark,august,0,2010
swordfish,august,0,2010
albacore tuna,august,0,2010
bigeye tuna,august,0,2010
skipjack tuna,august,0,2010
yellowfin tuna,august,0,2010
wahoo,august,0,2010
echinoderms,august,NA,2010
warty sea cucumber,august,0,2010
northern anchovy,september,60560,2010
california barracuda,september,0,2010
giant sea bass,september,463,2010
pacific bonito,september,205,2010
butterfish (pacific pompano),september,3,2010
cabezon,september,1991,2010
white croaker,september,54,2010
dolphin (fish),september,0,2010
california moray eel,september,0,2010
unspecified fish,september,0,2010
starry flounder,september,130,2010
kelp greenling,september,0,2010
grenadier,september,0,2010
shovelnose guitarfish,september,0,2010
halfmoon,september,4,2010
california halibut,september,7772,2010
jacksmelt,september,2,2010
lingcod,september,270,2010
california lizardfish,september,0,2010
louvar,september,0,2010
pacific mackerel,september,31,2010
jack mackerel,september,3424,2010
opah,september,12,2010
opaleye,september,0,2010
pacific pomfret,september,0,2010
spotted ratfish,september,0,2010
pacific electric ray,september,0,2010
bat ray,september,0,2010
pacific ocean perch rockfish,september,0,2010
aurora rockfish,september,0,2010
bank rockfish,september,0,2010
black-and-yellow rockfish,september,30,2010
blackgill rockfish,september,2863,2010
blue rockfish,september,33,2010
bocaccio rockfish,september,327,2010
brown rockfish,september,84,2010
chilipepper rockfish,september,22,2010
copper rockfish,september,273,2010
flag rockfish,september,12,2010
gopher rockfish,september,53,2010
grass rockfish,september,1140,2010
greenblotched rockfish,september,0,2010
greenspotted rockfish,september,87,2010
greenstriped rockfish,september,4,2010
group red rockfish,september,0,2010
kelp rockfish,september,526,2010
olive rockfish,september,6,2010
rosethorn rockfish,september,0,2010
rosy rockfish,september,25,2010
speckled rockfish,september,19,2010
splitnose rockfish,september,0,2010
squarespot rockfish,september,0,2010
starry rockfish,september,88,2010
treefish rockfish,september,30,2010
unspecified rockfish,september,0,2010
vermilion rockfish,september,2870,2010
widow rockfish,september,0,2010
yellowtail rockfish,september,114,2010
sablefish,september,109260,2010
pacific sanddab,september,0,2010
sanddab,september,188,2010
pacific sardine,september,1741926,2010
sargo,september,0,2010
california scorpionfish,september,15,2010
white seabass,september,15165,2010
pacific angel shark,september,598,2010
blue shark,september,0,2010
brown smoothhound shark,september,25,2010
gray smoothhound shark,september,0,2010
leopard shark,september,147,2010
sevengill shark,september,14,2010
shortfin mako shark,september,556,2010
sixgill shark,september,12,2010
soupfin shark,september,0,2010
spiny dogfish shark,september,0,2010
thresher shark,september,3922,2010
unspecified shark,september,0,2010
white shark,september,0,2010
california sheephead,september,2127,2010
thornback skate,september,0,2010
unspecified skate,september,87,2010
night smelt,september,0,2010
true smelts,september,0,2010
dover sole,september,42,2010
fantail sole,september,0,2010
petrale sole,september,82,2010
rex sole,september,0,2010
rock sole,september,0,2010
unspecified sole,september,42,2010
barred surfperch,september,0,2010
black surfperch,september,0,2010
rainbow surfperch,september,0,2010
rubberlip surfperch,september,0,2010
shiner surfperch,september,0,2010
unspecified surfperch,september,0,2010
swordfish,september,0,2010
longspine thornyhead,september,1375,2010
shortspine thornyhead,september,7656,2010
thornyheads,september,2331,2010
unspecified trawled fish,september,0,2010
triggerfish,september,3,2010
albacore tuna,september,412,2010
bluefin tuna,september,0,2010
yellowfin tuna,september,602,2010
turbot,september,1,2010
ocean whitefish,september,224,2010
pacific whiting,september,0,2010
yellowtail,september,1118,2010
crustaceans,september,NA,2010
barnacle,september,0,2010
dungeness crab,september,0,2010
armed box crab,september,0,2010
box crab,september,0,2010
brown rock crab,september,5953,2010
claws crab,september,5,2010
king crab,september,1,2010
red rock crab,september,18668,2010
rock unspecified crab,september,24162,2010
spider crab,september,964,2010
spider/sheep claws crab,september,48,2010
yellow rock crab,september,43558,2010
unspecified crustacean,september,0,2010
california spiny lobster,september,0,2010
ridgeback prawn,september,245,2010
spot prawn,september,13818,2010
mantis shrimp,september,0,2010
unspecified shrimp,september,0,2010
echinoderms,september,NA,2010
giant red sea cucumber,september,17720,2010
unspecified sea cucumber,september,0,2010
warty sea cucumber,september,15932,2010
purple sea urchin,september,0,2010
red sea urchin,september,649260,2010
mollusks,september,NA,2010
keyhole limpet,september,0,2010
unspecified limpet,september,0,2010
unspecified octopus,september,1,2010
sea snail,september,0,2010
jumbo squid,september,0,2010
market squid,september,1981928,2010
kellet's whelk,september,11218,2010
worms,september,NA,2010
jellyfish,september,0,2010
dolphin (fish),september,0,2010
escolar,september,0,2010
opah,september,0,2010
pacific pomfret,september,0,2010
shortfin mako shark,september,0,2010
swordfish,september,0,2010
albacore tuna,september,0,2010
bigeye tuna,september,0,2010
skipjack tuna,september,0,2010
yellowfin tuna,september,0,2010
wahoo,september,0,2010
dolphin (fish),september,0,2010
escolar,september,0,2010
opah,september,0,2010
shortfin mako shark,september,0,2010
thresher shark,september,0,2010
swordfish,september,0,2010
albacore tuna,september,0,2010
bigeye tuna,september,0,2010
skipjack tuna,september,0,2010
yellowfin tuna,september,0,2010
wahoo,september,0,2010
echinoderms,september,NA,2010
warty sea cucumber,september,0,2010
northern anchovy,october,26957,2010
california barracuda,october,0,2010
giant sea bass,october,0,2010
pacific bonito,october,0,2010
butterfish (pacific pompano),october,2263,2010
cabezon,october,1639,2010
white croaker,october,149,2010
dolphin (fish),october,0,2010
california moray eel,october,0,2010
unspecified fish,october,0,2010
starry flounder,october,78,2010
kelp greenling,october,11,2010
grenadier,october,0,2010
shovelnose guitarfish,october,0,2010
halfmoon,october,3,2010
california halibut,october,7226,2010
jacksmelt,october,0,2010
lingcod,october,463,2010
california lizardfish,october,75,2010
louvar,october,328,2010
pacific mackerel,october,4,2010
jack mackerel,october,0,2010
opah,october,7565,2010
opaleye,october,0,2010
pacific pomfret,october,20,2010
spotted ratfish,october,2,2010
pacific electric ray,october,91,2010
bat ray,october,0,2010
pacific ocean perch rockfish,october,0,2010
aurora rockfish,october,0,2010
bank rockfish,october,0,2010
black-and-yellow rockfish,october,1,2010
blackgill rockfish,october,2764,2010
blue rockfish,october,0,2010
bocaccio rockfish,october,214,2010
brown rockfish,october,57,2010
chilipepper rockfish,october,109,2010
copper rockfish,october,203,2010
flag rockfish,october,14,2010
gopher rockfish,october,35,2010
grass rockfish,october,1526,2010
greenblotched rockfish,october,32,2010
greenspotted rockfish,october,71,2010
greenstriped rockfish,october,1,2010
group red rockfish,october,0,2010
kelp rockfish,october,50,2010
olive rockfish,october,0,2010
rosethorn rockfish,october,0,2010
rosy rockfish,october,19,2010
speckled rockfish,october,4,2010
splitnose rockfish,october,0,2010
squarespot rockfish,october,0,2010
starry rockfish,october,133,2010
treefish rockfish,october,33,2010
unspecified rockfish,october,0,2010
vermilion rockfish,october,1033,2010
widow rockfish,october,0,2010
yellowtail rockfish,october,70,2010
sablefish,october,8274,2010
pacific sanddab,october,0,2010
sanddab,october,250,2010
pacific sardine,october,41077,2010
sargo,october,1,2010
california scorpionfish,october,1,2010
white seabass,october,3045,2010
pacific angel shark,october,486,2010
blue shark,october,0,2010
brown smoothhound shark,october,6,2010
gray smoothhound shark,october,0,2010
leopard shark,october,111,2010
sevengill shark,october,0,2010
shortfin mako shark,october,1714,2010
sixgill shark,october,0,2010
soupfin shark,october,0,2010
spiny dogfish shark,october,0,2010
thresher shark,october,1470,2010
unspecified shark,october,0,2010
white shark,october,0,2010
california sheephead,october,1461,2010
thornback skate,october,0,2010
unspecified skate,october,144,2010
night smelt,october,0,2010
true smelts,october,0,2010
dover sole,october,43,2010
fantail sole,october,0,2010
petrale sole,october,0,2010
rex sole,october,10,2010
rock sole,october,2,2010
unspecified sole,october,48,2010
barred surfperch,october,37,2010
black surfperch,october,11,2010
rainbow surfperch,october,11,2010
rubberlip surfperch,october,22,2010
shiner surfperch,october,0,2010
unspecified surfperch,october,16,2010
swordfish,october,3719,2010
longspine thornyhead,october,1317,2010
shortspine thornyhead,october,6662,2010
thornyheads,october,88,2010
unspecified trawled fish,october,0,2010
triggerfish,october,0,2010
albacore tuna,october,2528,2010
bluefin tuna,october,120,2010
yellowfin tuna,october,0,2010
turbot,october,0,2010
ocean whitefish,october,302,2010
pacific whiting,october,0,2010
yellowtail,october,198,2010
crustaceans,october,NA,2010
barnacle,october,0,2010
dungeness crab,october,0,2010
armed box crab,october,0,2010
box crab,october,0,2010
brown rock crab,october,6699,2010
claws crab,october,17,2010
king crab,october,0,2010
red rock crab,october,16142,2010
rock unspecified crab,october,21961,2010
spider crab,october,2775,2010
spider/sheep claws crab,october,0,2010
yellow rock crab,october,29660,2010
unspecified crustacean,october,0,2010
california spiny lobster,october,78259,2010
ridgeback prawn,october,4045,2010
spot prawn,october,13136,2010
mantis shrimp,october,0,2010
unspecified shrimp,october,0,2010
echinoderms,october,NA,2010
giant red sea cucumber,october,25590,2010
unspecified sea cucumber,october,3812,2010
warty sea cucumber,october,373,2010
purple sea urchin,october,0,2010
red sea urchin,october,694459,2010
mollusks,october,NA,2010
keyhole limpet,october,0,2010
unspecified limpet,october,0,2010
unspecified octopus,october,4,2010
sea snail,october,0,2010
jumbo squid,october,0,2010
market squid,october,14567136,2010
kellet's whelk,october,4910,2010
worms,october,NA,2010
jellyfish,october,0,2010
dolphin (fish),october,0,2010
escolar,october,0,2010
opah,october,0,2010
pacific pomfret,october,0,2010
shortfin mako shark,october,0,2010
swordfish,october,0,2010
albacore tuna,october,5259,2010
bigeye tuna,october,0,2010
skipjack tuna,october,0,2010
yellowfin tuna,october,0,2010
wahoo,october,0,2010
dolphin (fish),october,0,2010
escolar,october,0,2010
opah,october,0,2010
shortfin mako shark,october,0,2010
thresher shark,october,0,2010
swordfish,october,0,2010
albacore tuna,october,0,2010
bigeye tuna,october,0,2010
skipjack tuna,october,0,2010
yellowfin tuna,october,0,2010
wahoo,october,0,2010
echinoderms,october,NA,2010
warty sea cucumber,october,0,2010
northern anchovy,november,5300,2010
california barracuda,november,7,2010
giant sea bass,november,114,2010
pacific bonito,november,0,2010
butterfish (pacific pompano),november,8,2010
cabezon,november,534,2010
white croaker,november,1504,2010
dolphin (fish),november,0,2010
california moray eel,november,0,2010
unspecified fish,november,0,2010
starry flounder,november,0,2010
kelp greenling,november,0,2010
grenadier,november,0,2010
shovelnose guitarfish,november,0,2010
halfmoon,november,0,2010
california halibut,november,7252,2010
jacksmelt,november,6,2010
lingcod,november,262,2010
california lizardfish,november,895,2010
louvar,november,0,2010
pacific mackerel,november,7562,2010
jack mackerel,november,6001,2010
opah,november,7610,2010
opaleye,november,0,2010
pacific pomfret,november,0,2010
spotted ratfish,november,0,2010
pacific electric ray,november,0,2010
bat ray,november,0,2010
pacific ocean perch rockfish,november,1,2010
aurora rockfish,november,1,2010
bank rockfish,november,21,2010
black-and-yellow rockfish,november,8,2010
blackgill rockfish,november,1934,2010
blue rockfish,november,0,2010
bocaccio rockfish,november,152,2010
brown rockfish,november,0,2010
chilipepper rockfish,november,23,2010
copper rockfish,november,0,2010
flag rockfish,november,23,2010
gopher rockfish,november,0,2010
grass rockfish,november,1318,2010
greenblotched rockfish,november,10,2010
greenspotted rockfish,november,154,2010
greenstriped rockfish,november,4,2010
group red rockfish,november,0,2010
kelp rockfish,november,0,2010
olive rockfish,november,0,2010
rosethorn rockfish,november,0,2010
rosy rockfish,november,25,2010
speckled rockfish,november,13,2010
splitnose rockfish,november,1,2010
squarespot rockfish,november,0,2010
starry rockfish,november,48,2010
treefish rockfish,november,1,2010
unspecified rockfish,november,0,2010
vermilion rockfish,november,843,2010
widow rockfish,november,6,2010
yellowtail rockfish,november,198,2010
sablefish,november,17424,2010
pacific sanddab,november,10,2010
sanddab,november,290,2010
pacific sardine,november,122365,2010
sargo,november,0,2010
california scorpionfish,november,9,2010
white seabass,november,4565,2010
pacific angel shark,november,191,2010
blue shark,november,0,2010
brown smoothhound shark,november,5,2010
gray smoothhound shark,november,0,2010
leopard shark,november,21,2010
sevengill shark,november,28,2010
shortfin mako shark,november,149,2010
sixgill shark,november,0,2010
soupfin shark,november,0,2010
spiny dogfish shark,november,7,2010
thresher shark,november,3805,2010
unspecified shark,november,0,2010
white shark,november,0,2010
california sheephead,november,925,2010
thornback skate,november,0,2010
unspecified skate,november,463,2010
night smelt,november,0,2010
true smelts,november,0,2010
dover sole,november,32,2010
fantail sole,november,0,2010
petrale sole,november,46,2010
rex sole,november,0,2010
rock sole,november,0,2010
unspecified sole,november,321,2010
barred surfperch,november,20,2010
black surfperch,november,10,2010
rainbow surfperch,november,21,2010
rubberlip surfperch,november,46,2010
shiner surfperch,november,0,2010
unspecified surfperch,november,0,2010
swordfish,november,1375,2010
longspine thornyhead,november,1334,2010
shortspine thornyhead,november,4591,2010
thornyheads,november,2915,2010
unspecified trawled fish,november,505,2010
triggerfish,november,3,2010
albacore tuna,november,0,2010
bluefin tuna,november,53,2010
yellowfin tuna,november,0,2010
turbot,november,0,2010
ocean whitefish,november,57,2010
pacific whiting,november,0,2010
yellowtail,november,2260,2010
crustaceans,november,NA,2010
barnacle,november,0,2010
dungeness crab,november,500,2010
armed box crab,november,363,2010
box crab,november,100,2010
brown rock crab,november,5910,2010
claws crab,november,72,2010
king crab,november,0,2010
red rock crab,november,8935,2010
rock unspecified crab,november,17770,2010
spider crab,november,2505,2010
spider/sheep claws crab,november,0,2010
yellow rock crab,november,22713,2010
unspecified crustacean,november,0,2010
california spiny lobster,november,56901,2010
ridgeback prawn,november,5034,2010
spot prawn,november,0,2010
mantis shrimp,november,13,2010
unspecified shrimp,november,0,2010
echinoderms,november,NA,2010
giant red sea cucumber,november,26557,2010
unspecified sea cucumber,november,0,2010
warty sea cucumber,november,55,2010
purple sea urchin,november,0,2010
red sea urchin,november,728183,2010
mollusks,november,NA,2010
keyhole limpet,november,0,2010
unspecified limpet,november,0,2010
unspecified octopus,november,8,2010
sea snail,november,0,2010
jumbo squid,november,0,2010
market squid,november,52672512,2010
kellet's whelk,november,5079,2010
worms,november,NA,2010
jellyfish,november,0,2010
dolphin (fish),november,0,2010
escolar,november,0,2010
opah,november,0,2010
pacific pomfret,november,0,2010
shortfin mako shark,november,0,2010
swordfish,november,0,2010
albacore tuna,november,0,2010
bigeye tuna,november,0,2010
skipjack tuna,november,0,2010
yellowfin tuna,november,0,2010
wahoo,november,0,2010
dolphin (fish),november,0,2010
escolar,november,0,2010
opah,november,0,2010
shortfin mako shark,november,0,2010
thresher shark,november,0,2010
swordfish,november,0,2010
albacore tuna,november,0,2010
bigeye tuna,november,0,2010
skipjack tuna,november,0,2010
yellowfin tuna,november,0,2010
wahoo,november,0,2010
echinoderms,november,NA,2010
warty sea cucumber,november,0,2010
northern anchovy,december,0,2010
california barracuda,december,0,2010
giant sea bass,december,160,2010
pacific bonito,december,0,2010
butterfish (pacific pompano),december,716,2010
cabezon,december,339,2010
white croaker,december,1344,2010
dolphin (fish),december,40,2010
california moray eel,december,0,2010
unspecified fish,december,65,2010
starry flounder,december,0,2010
kelp greenling,december,0,2010
grenadier,december,4,2010
shovelnose guitarfish,december,91,2010
halfmoon,december,0,2010
california halibut,december,6569,2010
jacksmelt,december,0,2010
lingcod,december,0,2010
california lizardfish,december,718,2010
louvar,december,0,2010
pacific mackerel,december,943,2010
jack mackerel,december,9510,2010
opah,december,257,2010
opaleye,december,0,2010
